appearance_id,book_id,book_slug,title,authors,publication_year,award_id,award_program,award_category,award_year,status,original_status,is_tie,primary_subject,publisher,imprint,isbn13,source_url,source_confidence
appearance-frederick-douglass-prophet-of-freedom-david-blight-gilder-lehrman-lincoln-prize-civil-war-era-2019-winner,book-frederick-douglass-prophet-of-freedom-david-w-blight,frederick-douglass-prophet-of-freedom-david-w-blight,Frederick Douglass: Prophet of Freedom,David W. Blight,2018,award-gilder-lehrman-lincoln-prize-civil-war-era,Gilder Lehrman Lincoln Prize,Civil War Era,2019,winner,winner,false,Biography,Simon & Schuster,Simon & Schuster,9781416593881,https://www.gettysburg.edu/lincoln-prize/previous-winners/#prize-2019,official
appearance-the-captive-s-quest-for-freedom-fugitive-slaves-the-1850-fugitive-slave-law-and-the-politics-of--gilder-lehrman-lincoln-prize-civil-war-era-2019-finalist,book-the-captive-s-quest-for-freedom-fugitive-slaves-the-1850-fugitive-slave-law-and-the-politics-of-,the-captive-s-quest-for-freedom-fugitive-slaves-the-1850-fugitive-slave-law-and-the-politics-of-,"The Captive’s Quest for Freedom: Fugitive Slaves, the 1850 Fugitive Slave Law, and the Politics of Slavery",Richard J. M Blackett,,award-gilder-lehrman-lincoln-prize-civil-war-era,Gilder Lehrman Lincoln Prize,Civil War Era,2019,finalist,finalist,false,American History,,,,https://www.gettysburg.edu/lincoln-prize/previous-winners/#prize-2019,official
appearance-the-field-of-blood-violence-in-congress-and-the-road-to-civil-war-joanne-b-freeman-gilder-lehrman-lincoln-prize-civil-war-era-2019-finalist,book-the-field-of-blood-violence-in-congress-and-the-road-to-civil-war-joanne-b-freeman,the-field-of-blood-violence-in-congress-and-the-road-to-civil-war-joanne-b-freeman,The Field of Blood: Violence in Congress and the Road to Civil War,Joanne B. Freeman,2018,award-gilder-lehrman-lincoln-prize-civil-war-era,Gilder Lehrman Lincoln Prize,Civil War Era,2019,finalist,finalist,false,War & Military,,,,https://www.gettysburg.edu/lincoln-prize/previous-winners/#prize-2019,official
appearance-fire-and-fortitude-the-us-army-in-the-pacific-war-1941-1943-john-c-mcmanus-gilder-lehrman-military-history-prize-2019-winner,book-fire-and-fortitude-the-us-army-in-the-pacific-war-1941-1943-john-c-mcmanus,fire-and-fortitude-the-us-army-in-the-pacific-war-1941-1943-john-c-mcmanus,"Fire and Fortitude: The US Army in the Pacific War, 1941–1943",John C. McManus,2019,award-gilder-lehrman-military-history-prize,Gilder Lehrman Military History Prize,Military History,2019,winner,winner,false,Nature & Environment,,,,https://en.wikipedia.org/wiki/New_York_Historical_book_prizes#Gilder_Lehrman_Prize_for_Military_History,secondary
appearance-manifeste-incertain-volume-7-emily-dickinson-marina-tsvetaieva-l-immense-poesie-frederic-pajak-goncourt-prize-for-biography-2019-winner,book-manifeste-incertain-volume-7-emily-dickinson-marina-tsvetaieva-l-immense-poesie-frederic-pajak,manifeste-incertain-volume-7-emily-dickinson-marina-tsvetaieva-l-immense-poesie-frederic-pajak,"Manifeste incertain, volume 7 : Emily Dickinson, Marina Tsvetaieva, l'immense poésie",Frédéric Pajak,,award-goncourt-prize-for-biography,Goncourt Prize for Biography,Biography,2019,winner,winner,false,Biography,,,,https://fr.wikipedia.org/wiki/Prix_Goncourt_de_la_biographie,secondary
appearance-city-of-omens-a-search-for-the-missing-women-of-the-borderlands-dan-werb-governor-general-s-literary-awards-english-language-non-fiction-2019-finalist,book-city-of-omens-a-search-for-the-missing-women-of-the-borderlands-dan-werb,city-of-omens-a-search-for-the-missing-women-of-the-borderlands-dan-werb,City of Omens: A Search for the Missing Women of the Borderlands,Dan Werb,2019,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,2019,finalist,finalist,false,Journalism & Reportage,Bloomsbury Publishing,Bloomsbury,9781635573008,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-fryderyk-chopin-a-life-and-times-alan-walker-governor-general-s-literary-awards-english-language-non-fiction-2019-finalist,book-fryderyk-chopin-a-life-and-times-alan-walker,fryderyk-chopin-a-life-and-times-alan-walker,Fryderyk Chopin: A Life and Times,Alan Walker,2018,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,2019,finalist,finalist,false,Biography,Macmillan,"Farrar, Straus and Giroux",9780374159061,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-sea-trial-sailing-after-my-father-brian-harvey-governor-general-s-literary-awards-english-language-non-fiction-2019-finalist,book-sea-trial-sailing-after-my-father-brian-harvey,sea-trial-sailing-after-my-father-brian-harvey,Sea Trial: Sailing After My Father,Brian Harvey,,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,2019,finalist,finalist,false,Memoir & Autobiography,,,,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-tiny-lights-for-travellers-naomi-k-lewis-governor-general-s-literary-awards-english-language-non-fiction-2019-finalist,book-tiny-lights-for-travellers-naomi-k-lewis,tiny-lights-for-travellers-naomi-k-lewis,Tiny Lights for Travellers,Naomi K. Lewis,2019,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,2019,finalist,finalist,false,Travel & Place,University of Alberta Press,University of Alberta Press,9781772124750,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-to-the-river-losing-my-brother-don-gillmor-governor-general-s-literary-awards-english-language-non-fiction-2019-winner,book-to-the-river-losing-my-brother-don-gillmor,to-the-river-losing-my-brother-don-gillmor,To the River: Losing My Brother,Don Gillmor,,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,2019,winner,winner,false,Memoir & Autobiography,,,,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-american-prison-a-reporter-s-undercover-journey-into-the-business-of-punishment-shane-bauer-helen-bernstein-book-award-for-excellence-in-journalism-2019-winner,book-american-prison-a-reporter-s-undercover-journey-into-the-business-of-punishment-shane-bauer,american-prison-a-reporter-s-undercover-journey-into-the-business-of-punishment-shane-bauer,American Prison: A Reporter's Undercover Journey into the Business of Punishment,Shane Bauer,2019,award-helen-bernstein-book-award-for-excellence-in-journalism,Helen Bernstein Book Award for Excellence in Journalism,Journalism,2019,winner,winner,false,True Crime & Justice,Penguin Random House,Penguin Press,9780735223608,https://en.wikipedia.org/wiki/Helen_Bernstein_Book_Award_for_Excellence_in_Journalism,secondary
appearance-amity-and-prosperity-one-family-and-the-fracturing-of-america-eliza-griswold-helen-bernstein-book-award-for-excellence-in-journalism-2019-finalist,book-amity-and-prosperity-one-family-and-the-fracturing-of-america-eliza-griswold,amity-and-prosperity-one-family-and-the-fracturing-of-america-eliza-griswold,Amity and Prosperity: One Family and the Fracturing of America,Eliza Griswold,2019,award-helen-bernstein-book-award-for-excellence-in-journalism,Helen Bernstein Book Award for Excellence in Journalism,Journalism,2019,finalist,finalist,false,Politics & Government,Macmillan,"Farrar, Straus and Giroux",9780374103118,https://en.wikipedia.org/wiki/Helen_Bernstein_Book_Award_for_Excellence_in_Journalism,secondary
appearance-dopesick-dealers-doctors-and-the-drug-company-that-addicted-america-beth-macy-helen-bernstein-book-award-for-excellence-in-journalism-2019-finalist,book-dopesick-dealers-doctors-and-the-drug-company-that-addicted-america-beth-macy,dopesick-dealers-doctors-and-the-drug-company-that-addicted-america-beth-macy,"Dopesick: Dealers, Doctors, and the Drug Company That Addicted America",Beth Macy,2019,award-helen-bernstein-book-award-for-excellence-in-journalism,Helen Bernstein Book Award for Excellence in Journalism,Journalism,2019,finalist,finalist,false,Medicine & Public Health,Hachette Book Group,"Little, Brown",9780316551304,https://en.wikipedia.org/wiki/Helen_Bernstein_Book_Award_for_Excellence_in_Journalism,secondary
appearance-no-turning-back-life-loss-and-hope-in-wartime-syria-rania-abouzeid-helen-bernstein-book-award-for-excellence-in-journalism-2019-finalist,book-no-turning-back-life-loss-and-hope-in-wartime-syria-rania-abouzeid,no-turning-back-life-loss-and-hope-in-wartime-syria-rania-abouzeid,"No Turning Back: Life, Loss and Hope in Wartime Syria",Rania Abouzeid,2018,award-helen-bernstein-book-award-for-excellence-in-journalism,Helen Bernstein Book Award for Excellence in Journalism,Journalism,2019,finalist,finalist,false,War & Military,Oneworld Publications,Oneworld,9781786074171,https://en.wikipedia.org/wiki/Helen_Bernstein_Book_Award_for_Excellence_in_Journalism,secondary
appearance-the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark-helen-bernstein-book-award-for-excellence-in-journalism-2019-finalist,book-the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark,the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark,The Poisoned City: Flint's Water and the American Urban Tragedy,Anna Clark,2018,award-helen-bernstein-book-award-for-excellence-in-journalism,Helen Bernstein Book Award for Excellence in Journalism,Journalism,2019,finalist,finalist,false,American History,Macmillan,Metropolitan Books,9781250125149,https://en.wikipedia.org/wiki/Helen_Bernstein_Book_Award_for_Excellence_in_Journalism,secondary
appearance-a-mind-spread-out-on-the-ground-alicia-elliott-hilary-weston-writers-trust-prize-for-nonfiction-2019-finalist,book-a-mind-spread-out-on-the-ground-alicia-elliott,a-mind-spread-out-on-the-ground-alicia-elliott,A Mind Spread Out on the Ground,Alicia Elliott,,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2019,finalist,finalist,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-all-our-relations-finding-the-path-forward-tanya-talaga-hilary-weston-writers-trust-prize-for-nonfiction-2019-finalist,book-all-our-relations-indigenous-trauma-in-the-shadow-of-colonialism-tanya-talaga,all-our-relations-indigenous-trauma-in-the-shadow-of-colonialism-tanya-talaga,All Our Relations: Indigenous Trauma in the Shadow of Colonialism,Tanya Talaga,2020,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2019,finalist,finalist,false,Race & Ethnicity,Scribe Publications,Scribe Publications,9781912854530,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-hello-i-want-to-die-please-fix-me-depression-in-the-first-person-anna-mehler-paperny-hilary-weston-writers-trust-prize-for-nonfiction-2019-finalist,book-hello-i-want-to-die-please-fix-me-depression-in-the-first-person-anna-mehler-paperny,hello-i-want-to-die-please-fix-me-depression-in-the-first-person-anna-mehler-paperny,Hello I Want to Die Please Fix Me: Depression in the First Person,Anna Mehler Paperny,,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2019,finalist,finalist,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-older-sister-not-necessarily-related-jenny-heijun-wills-hilary-weston-writers-trust-prize-for-nonfiction-2019-winner,book-older-sister-not-necessarily-related-jenny-heijun-wills,older-sister-not-necessarily-related-jenny-heijun-wills,Older Sister. Not Necessarily Related,Jenny Heijun Wills,2019,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2019,winner,winner,false,Society & Culture,,,9780771070891,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-the-art-of-leaving-ayelet-tsabari-hilary-weston-writers-trust-prize-for-nonfiction-2019-finalist,book-the-art-of-leaving-ayelet-tsabari,the-art-of-leaving-ayelet-tsabari,The Art of Leaving,Ayelet Tsabari,,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2019,finalist,finalist,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark-hillman-prize-for-book-journalism-2019-winner,book-the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark,the-poisoned-city-flint-s-water-and-the-american-urban-tragedy-anna-clark,The Poisoned City: Flint's Water and the American Urban Tragedy,Anna Clark,2018,award-hillman-prize-for-book-journalism,Hillman Prize for Book Journalism,Book Journalism,2019,winner,winner,false,American History,Macmillan,Metropolitan Books,9781250125149,http://www.hillmanfoundation.org/hillman-prizes/2019-hillman-prize-book-journalism,official
appearance-bottle-of-lies-the-inside-story-of-the-generic-drug-boom-katherine-eban-ire-awards-books-2019-winner,book-bottle-of-lies-the-inside-story-of-the-generic-drug-boom-katherine-eban,bottle-of-lies-the-inside-story-of-the-generic-drug-boom-katherine-eban,Bottle of Lies: The Inside Story of the Generic Drug Boom,Katherine Eban,2019,award-ire-awards-books,IRE Awards,Books,2019,winner,winner,false,Medicine & Public Health,HarperCollins,Ecco,9780062338785,https://www.ire.org/2019-award-winners/,official
appearance-citizen-865-the-hunt-for-hitler-s-hidden-soldiers-in-america-debbie-cenziper-ire-awards-books-2019-finalist,book-citizen-865-the-hunt-for-hitler-s-hidden-soldiers-in-america-debbie-cenziper,citizen-865-the-hunt-for-hitler-s-hidden-soldiers-in-america-debbie-cenziper,Citizen 865: The Hunt for Hitler’s Hidden Soldiers in America,Debbie Cenziper,,award-ire-awards-books,IRE Awards,Books,2019,finalist,finalist,false,War & Military,,,,https://www.ire.org/2019-award-winners/,official
appearance-american-overdose-the-opioid-tragedy-in-three-acts-chris-mcgreal-j-anthony-lukas-book-prize-2019-finalist,book-american-overdose-the-opioid-tragedy-in-three-acts-chris-mcgreal,american-overdose-the-opioid-tragedy-in-three-acts-chris-mcgreal,American Overdose: The Opioid Tragedy in Three Acts,Chris McGreal,2018,award-j-anthony-lukas-book-prize,J. Anthony Lukas Book Prize,J. Anthony Lukas Book Prize,2019,finalist,finalist,false,Medicine & Public Health,Hachette Book Group,PublicAffairs,9781783351695,https://en.wikipedia.org/wiki/J._Anthony_Lukas_Book_Prize,secondary
